Year,HarvCounty,SeasonGroup,Sex,AssignedAge,Total
2014,CARROLL,LATEWINTER,M,F,37
2014,CARROLL,LATEWINTER,M,Y,4
2014,CARROLL,MUZZLE,F,A,14
2014,CARROLL,MUZZLE,F,F,5
2014,CARROLL,MUZZLE,M,A,3
2014,CARROLL,MUZZLE,M,F,1
2014,CARROLL,MUZZLE,M,Y,3
2014,CARROLL,YOUTH,F,A,4
2014,CARROLL,YOUTH,M,A,2
2014,CARROLL,YOUTH,M,F,3
2014,CARROLL,YOUTH,M,Y,3
2014,CASS,ARCHERY,F,A,202
2014,CASS,ARCHERY,F,F,45
2014,CASS,ARCHERY,M,A,156
2014,CASS,ARCHERY,M,F,59
2014,CASS,ARCHERY,M,Y,72
2014,CASS,FIREARM,F,A,215
2014,CASS,FIREARM,F,F,53
2014,CASS,FIREARM,M,A,183
2014,CASS,FIREARM,M,F,78
2014,CASS,FIREARM,M,Y,102
2014,CASS,MUZZLE,F,A,8
2014,CASS,MUZZLE,F,F,5
2014,CASS,MUZZLE,M,A,3
2014,CASS,MUZZLE,M,F,4
2014,CASS,MUZZLE,M,Y,4
2014,CASS,YOUTH,F,A,11
2014,CASS,YOUTH,F,F,1
2014,CASS,YOUTH,M,A,4
2014,CASS,YOUTH,M,F,4
2014,CASS,YOUTH,M,Y,5
2014,CHAMPAIGN,ARCHERY,F,A,137
2014,CHAMPAIGN,ARCHERY,F,F,14
2014,CHAMPAIGN,ARCHERY,M,A,60
2014,CHAMPAIGN,ARCHERY,M,F,22
2014,CHAMPAIGN,ARCHERY,M,Y,65
2014,CHAMPAIGN,FIREARM,F,A,75
2014,CHAMPAIGN,FIREARM,F,F,7
2014,CHAMPAIGN,FIREARM,M,A,70
2014,CHAMPAIGN,FIREARM,M,F,31
2014,CHAMPAIGN,FIREARM,M,Y,45
2014,CHAMPAIGN,MUZZLE,F,A,10
2014,CHAMPAIGN,MUZZLE,F,F,1
2014,CHAMPAIGN,MUZZLE,M,A,3
2014,CHAMPAIGN,MUZZLE,M,F,4
2014,CHAMPAIGN,MUZZLE,M,Y,3
2014,CHAMPAIGN,YOUTH,F,A,3
2014,CHAMPAIGN,YOUTH,F,F,1
2014,CHAMPAIGN,YOUTH,M,A,3
2014,CHAMPAIGN,YOUTH,M,F,1
2014,CHAMPAIGN,YOUTH,M,Y,4
2014,CHRISTIAN,ARCHERY,F,A,194
2014,CHRISTIAN,ARCHERY,F,F,45
2014,CHRISTIAN,ARCHERY,M,A,82
2014,CHRISTIAN,ARCHERY,M,F,56
2014,CHRISTIAN,ARCHERY,M,Y,86
2014,CHRISTIAN,FIREARM,F,A,172
2014,CHRISTIAN,FIREARM,F,F,51
2014,CHRISTIAN,FIREARM,M,A,148
2014,CHRISTIAN,FIREARM,M,F,64
2014,CHRISTIAN,FIREARM,M,Y,99
2014,CHRISTIAN,MUZZLE,F,A,13
2014,CHRISTIAN,MUZZLE,F,F,1
2014,CHRISTIAN,MUZZLE,M,A,1
2014,CHRISTIAN,MUZZLE,M,F,1
2014,CHRISTIAN,MUZZLE,M,Y,2
2014,CHRISTIAN,YOUTH,F,A,12
2014,CHRISTIAN,YOUTH,M,A,5
2014,CHRISTIAN,YOUTH,M,F,3
2014,CHRISTIAN,YOUTH,M,Y,2
2014,CLARK,ARCHERY,F,A,269
2014,CLARK,ARCHERY,F,F,51
2014,CLARK,ARCHERY,M,A,226
2014,CLARK,ARCHERY,M,F,58
2014,CLARK,ARCHERY,M,Y,104
2014,CLARK,FIREARM,F,A,306
2014,CLARK,FIREARM,F,F,86
2014,CLARK,FIREARM,M,A,283
2014,CLARK,FIREARM,M,F,112
2014,CLARK,FIREARM,M,Y,140
2014,CLARK,LATEWINTER,F,A,98
2014,CLARK,LATEWINTER,F,F,20
2014,CLARK,LATEWINTER,M,F,20
2014,CLARK,LATEWINTER,M,Y,1
2014,CLARK,MUZZLE,F,A,21
2014,CLARK,MUZZLE,F,F,2
2014,CLARK,MUZZLE,M,A,10
2014,CLARK,MUZZLE,M,F,10
2014,CLARK,MUZZLE,M,Y,1
2014,CLARK,YOUTH,F,A,14
2014,CLARK,YOUTH,F,F,5
2014,CLARK,YOUTH,M,A,6
2014,CLARK,YOUTH,M,F,3
2014,CLARK,YOUTH,M,Y,8
2014,CLAY,ARCHERY,F,A,194
2014,CLAY,ARCHERY,F,F,50
2014,CLAY,ARCHERY,M,A,131
2014,CLAY,ARCHERY,M,F,82
2014,CLAY,ARCHERY,M,Y,73
2014,CLAY,FIREARM,F,A,323
2014,CLAY,FIREARM,F,F,86
2014,CLAY,FIREARM,M,A,284
2014,CLAY,FIREARM,M,F,124
2014,CLAY,FIREARM,M,Y,157
2014,CLAY,LATEWINTER,F,A,75
2014,CLAY,LATEWINTER,F,F,22
2014,CLAY,LATEWINTER,M,F,19
2014,CLAY,LATEWINTER,M,Y,1
2014,CLAY,MUZZLE,F,A,11
2014,CLAY,MUZZLE,F,F,5
2014,CLAY,MUZZLE,M,A,13
2014,CLAY,MUZZLE,M,F,3
2014,CLAY,MUZZLE,M,Y,4
2014,CLAY,YOUTH,F,A,17
2014,CLAY,YOUTH,F,F,9
2014,CLAY,YOUTH,M,A,4
2014,CLAY,YOUTH,M,F,2
2014,CLAY,YOUTH,M,Y,9
2014,CLINTON,ARCHERY,F,A,154
2014,CLINTON,ARCHERY,F,F,30
2014,CLINTON,ARCHERY,M,A,72
2014,CLINTON,ARCHERY,M,F,35
2014,CLINTON,ARCHERY,M,Y,89
2014,CLINTON,FIREARM,F,A,204
2014,CLINTON,FIREARM,F,F,50
2014,CLINTON,FIREARM,M,A,114
2014,CLINTON,FIREARM,M,F,84
2014,CLINTON,FIREARM,M,Y,131
2014,CLINTON,MUZZLE,F,A,9
2014,CLINTON,MUZZLE,F,F,4
2014,CLINTON,MUZZLE,M,A,2
2014,CLINTON,MUZZLE,M,F,2
2014,CLINTON,MUZZLE,M,Y,1
2014,CLINTON,YOUTH,F,A,6
2014,CLINTON,YOUTH,F,F,2
2014,CLINTON,YOUTH,M,A,3
2014,CLINTON,YOUTH,M,F,1
2014,CLINTON,YOUTH,M,Y,3
2014,COLES,ARCHERY,F,A,192
2014,COLES,ARCHERY,F,F,34
2014,COLES,ARCHERY,M,A,128
2014,COLES,ARCHERY,M,F,64
2014,COLES,ARCHERY,M,Y,78
2014,COLES,FIREARM,F,A,150
2014,COLES,FIREARM,F,F,31
2014,COLES,FIREARM,M,A,117
2014,COLES,FIREARM,M,F,57
2014,COLES,FIREARM,M,Y,75
2014,COLES,LATEWINTER,F,A,22
2014,COLES,LATEWINTER,F,F,5
2014,COLES,LATEWINTER,M,F,9
2014,COLES,MUZZLE,F,A,8
2014,COLES,MUZZLE,F,F,1
2014,COLES,MUZZLE,M,A,5
2014,COLES,MUZZLE,M,F,3
2014,COLES,MUZZLE,M,Y,2
2014,COLES,YOUTH,F,A,4
2014,COLES,YOUTH,F,F,3
2014,COLES,YOUTH,M,A,2
2014,COLES,YOUTH,M,F,2
2014,COLES,YOUTH,M,Y,5
2014,COOK,ARCHERY,F,A,48
2014,COOK,ARCHERY,F,F,1
2014,COOK,ARCHERY,M,A,43
2014,COOK,ARCHERY,M,F,4
2014,COOK,ARCHERY,M,Y,23
2014,CRAWFORD,ARCHERY,F,A,320
2014,CRAWFORD,ARCHERY,F,F,55
2014,CRAWFORD,ARCHERY,M,A,192
2014,CRAWFORD,ARCHERY,M,F,82
2014,CRAWFORD,ARCHERY,M,Y,89
2014,CRAWFORD,FIREARM,F,A,340
2014,CRAWFORD,FIREARM,F,F,64
2014,CRAWFORD,FIREARM,M,A,227
2014,CRAWFORD,FIREARM,M,F,130
2014,CRAWFORD,FIREARM,M,Y,145
2014,CRAWFORD,LATEWINTER,F,A,76
2014,CRAWFORD,LATEWINTER,F,F,18
2014,CRAWFORD,LATEWINTER,M,A,3
2014,CRAWFORD,LATEWINTER,M,F,33
2014,CRAWFORD,LATEWINTER,M,Y,1
2014,CRAWFORD,MUZZLE,F,A,21
2014,CRAWFORD,MUZZLE,F,F,2
2014,CRAWFORD,MUZZLE,M,A,9
2014,CRAWFORD,MUZZLE,M,F,6
2014,CRAWFORD,MUZZLE,M,Y,2
2014,CRAWFORD,YOUTH,F,A,13
2014,CRAWFORD,YOUTH,F,F,5
2014,CRAWFORD,YOUTH,M,A,4
2014,CRAWFORD,YOUTH,M,F,4
2014,CRAWFORD,YOUTH,M,Y,7
2014,CUMBERLAND,ARCHERY,F,A,122
2014,CUMBERLAND,ARCHERY,F,F,28
2014,CUMBERLAND,ARCHERY,M,A,94
2014,CUMBERLAND,ARCHERY,M,F,35
2014,CUMBERLAND,ARCHERY,M,Y,55
2014,CUMBERLAND,FIREARM,F,A,228
2014,CUMBERLAND,FIREARM,F,F,56
2014,CUMBERLAND,FIREARM,M,A,139
2014,CUMBERLAND,FIREARM,M,F,74
2014,CUMBERLAND,FIREARM,M,Y,111
2014,CUMBERLAND,MUZZLE,F,A,6
2014,CUMBERLAND,MUZZLE,M,A,4
2014,CUMBERLAND,MUZZLE,M,F,2
2014,CUMBERLAND,MUZZLE,M,Y,1
2014,CUMBERLAND,YOUTH,F,A,2
2014,CUMBERLAND,YOUTH,M,F,1
2014,DEKALB,ARCHERY,F,A,53
2014,DEKALB,ARCHERY,F,F,9
2014,DEKALB,ARCHERY,M,A,35
2014,DEKALB,ARCHERY,M,F,25
2014,DEKALB,ARCHERY,M,Y,40
2014,DEKALB,CWD,F,A,21
2014,DEKALB,CWD,F,F,7
2014,DEKALB,CWD,M,A,3
2014,DEKALB,CWD,M,F,5
2014,DEKALB,CWD,M,Y,9
2014,DEKALB,FIREARM,F,A,30
2014,DEKALB,FIREARM,F,F,15
2014,DEKALB,FIREARM,M,A,40
2014,DEKALB,FIREARM,M,F,20
2014,DEKALB,FIREARM,M,Y,28
2014,DEKALB,MUZZLE,F,A,2
2014,DEKALB,MUZZLE,F,F,1
2014,DEKALB,MUZZLE,M,A,2
2014,DEKALB,MUZZLE,M,F,1
2014,DEKALB,MUZZLE,M,Y,1
2014,DEKALB,YOUTH,F,A,1
2014,DEWITT,ARCHERY,F,A,233
2014,DEWITT,ARCHERY,F,F,45
2014,DEWITT,ARCHERY,M,A,81
2014,DEWITT,ARCHERY,M,F,41
2014,DEWITT,ARCHERY,M,Y,61
2014,DEWITT,FIREARM,F,A,117
2014,DEWITT,FIREARM,F,F,25
2014,DEWITT,FIREARM,M,A,84
2014,DEWITT,FIREARM,M,F,51
2014,DEWITT,FIREARM,M,Y,63
2014,DEWITT,MUZZLE,F,A,15
2014,DEWITT,MUZZLE,M,A,4
2014,DEWITT,MUZZLE,M,F,3
2014,DEWITT,MUZZLE,M,Y,1
2014,DEWITT,YOUTH,F,A,8
2014,DEWITT,YOUTH,F,F,1
2014,DEWITT,YOUTH,M,A,3
2014,DEWITT,YOUTH,M,F,1
2014,DEWITT,YOUTH,M,Y,4
2014,DOUGLAS,ARCHERY,F,A,53
2014,DOUGLAS,ARCHERY,F,F,7
2014,DOUGLAS,ARCHERY,M,A,30
2014,DOUGLAS,ARCHERY,M,F,14
2014,DOUGLAS,ARCHERY,M,Y,27
2014,DOUGLAS,FIREARM,F,A,47
2014,DOUGLAS,FIREARM,F,F,17
2014,DOUGLAS,FIREARM,M,A,43
2014,DOUGLAS,FIREARM,M,F,11
2014,DOUGLAS,FIREARM,M,Y,38
2014,DOUGLAS,MUZZLE,F,A,2
2014,DOUGLAS,MUZZLE,F,F,2
2014,DOUGLAS,MUZZLE,M,A,5
2014,DOUGLAS,MUZZLE,M,Y,1
2014,DOUGLAS,YOUTH,F,F,2
2014,DOUGLAS,YOUTH,M,A,1
2014,DOUGLAS,YOUTH,M,Y,1
2014,DUPAGE,ARCHERY,F,A,7
2014,DUPAGE,ARCHERY,F,F,2
2014,DUPAGE,ARCHERY,M,A,13
2014,DUPAGE,ARCHERY,M,F,4
2014,DUPAGE,ARCHERY,M,Y,10
2014,EDGAR,ARCHERY,F,A,155
2014,EDGAR,ARCHERY,F,F,27
2014,EDGAR,ARCHERY,M,A,114
2014,EDGAR,ARCHERY,M,F,35
2014,EDGAR,ARCHERY,M,Y,64
2014,EDGAR,FIREARM,F,A,199
2014,EDGAR,FIREARM,F,F,42
2014,EDGAR,FIREARM,M,A,148
2014,EDGAR,FIREARM,M,F,56
2014,EDGAR,FIREARM,M,Y,73
2014,EDGAR,LATEWINTER,F,A,53
2014,EDGAR,LATEWINTER,F,F,9
2014,EDGAR,LATEWINTER,M,F,15
2014,EDGAR,LATEWINTER,M,Y,2
2014,EDGAR,MUZZLE,F,A,13
2014,EDGAR,MUZZLE,F,F,1
2014,EDGAR,MUZZLE,M,A,12
2014,EDGAR,MUZZLE,M,F,2
2014,EDGAR,MUZZLE,M,Y,5
2014,EDGAR,YOUTH,F,A,10
2014,EDGAR,YOUTH,F,F,1
2014,EDGAR,YOUTH,M,A,4
2014,EDGAR,YOUTH,M,F,2
2014,EDGAR,YOUTH,M,Y,13
2014,EDWARDS,ARCHERY,F,A,103
2014,EDWARDS,ARCHERY,F,F,21
2014,EDWARDS,ARCHERY,M,A,73
2014,EDWARDS,ARCHERY,M,F,23
2014,EDWARDS,ARCHERY,M,Y,29
2014,EDWARDS,FIREARM,F,A,134
2014,EDWARDS,FIREARM,F,F,30
2014,EDWARDS,FIREARM,M,A,123
2014,EDWARDS,FIREARM,M,F,37
2014,EDWARDS,FIREARM,M,Y,73
2014,EDWARDS,LATEWINTER,F,A,51
2014,EDWARDS,LATEWINTER,F,F,13
2014,EDWARDS,LATEWINTER,M,A,1
2014,EDWARDS,LATEWINTER,M,F,12
2014,EDWARDS,MUZZLE,F,A,8
2014,EDWARDS,MUZZLE,F,F,3
2014,EDWARDS,MUZZLE,M,F,1
2014,EDWARDS,MUZZLE,M,Y,1
2014,EDWARDS,YOUTH,F,A,8
2014,EDWARDS,YOUTH,M,A,3
2014,EDWARDS,YOUTH,M,F,3
2014,EDWARDS,YOUTH,M,Y,3
2014,EFFINGHAM,ARCHERY,F,A,145
2014,EFFINGHAM,ARCHERY,F,F,24
2014,EFFINGHAM,ARCHERY,M,A,83
2014,EFFINGHAM,ARCHERY,M,F,31
2014,EFFINGHAM,ARCHERY,M,Y,71
2014,EFFINGHAM,FIREARM,F,A,221
2014,EFFINGHAM,FIREARM,F,F,48
2014,EFFINGHAM,FIREARM,M,A,151
2014,EFFINGHAM,FIREARM,M,F,101
2014,EFFINGHAM,FIREARM,M,Y,157
2014,EFFINGHAM,LATEWINTER,F,A,33
2014,EFFINGHAM,LATEWINTER,F,F,5
2014,EFFINGHAM,LATEWINTER,M,F,13
2014,EFFINGHAM,MUZZLE,F,A,8
2014,EFFINGHAM,MUZZLE,F,F,1
2014,EFFINGHAM,MUZZLE,M,A,5
2014,EFFINGHAM,MUZZLE,M,F,3
2014,EFFINGHAM,MUZZLE,M,Y,3
2014,EFFINGHAM,YOUTH,F,A,6
2014,EFFINGHAM,YOUTH,F,F,5
2014,EFFINGHAM,YOUTH,M,A,3
2014,EFFINGHAM,YOUTH,M,Y,11
2014,FAYETTE,ARCHERY,F,A,241
2014,FAYETTE,ARCHERY,F,F,49
2014,FAYETTE,ARCHERY,M,A,189
2014,FAYETTE,ARCHERY,M,F,52
2014,FAYETTE,ARCHERY,M,Y,106
2014,FAYETTE,FIREARM,F,A,490
2014,FAYETTE,FIREARM,F,F,132
2014,FAYETTE,FIREARM,M,A,350
2014,FAYETTE,FIREARM,M,F,193
2014,FAYETTE,FIREARM,M,Y,279
2014,FAYETTE,MUZZLE,F,A,20
2014,FAYETTE,MUZZLE,F,F,8
2014,FAYETTE,MUZZLE,M,A,14
2014,FAYETTE,MUZZLE,M,F,8
2014,FAYETTE,MUZZLE,M,Y,4
2014,FAYETTE,YOUTH,F,A,18
2014,FAYETTE,YOUTH,F,F,4
2014,FAYETTE,YOUTH,M,A,3
2014,FAYETTE,YOUTH,M,F,8
2014,FAYETTE,YOUTH,M,Y,9
2014,FORD,ARCHERY,F,A,16
2014,FORD,ARCHERY,F,F,3
2014,FORD,ARCHERY,M,A,10
2014,FORD,ARCHERY,M,F,7
2014,FORD,ARCHERY,M,Y,14
2014,FORD,FIREARM,F,A,35
2014,FORD,FIREARM,F,F,6
2014,FORD,FIREARM,M,A,31
2014,FORD,FIREARM,M,F,11
2014,FORD,FIREARM,M,Y,24
2014,FORD,MUZZLE,M,A,4
2014,FORD,MUZZLE,M,F,1
2014,FORD,MUZZLE,M,Y,2
2014,FORD,YOUTH,F,A,2
2014,FORD,YOUTH,M,F,1
2014,FORD,YOUTH,M,Y,4
2014,FRANKLIN,ARCHERY,F,A,413
2014,FRANKLIN,ARCHERY,F,F,97
2014,FRANKLIN,ARCHERY,M,A,235
2014,FRANKLIN,ARCHERY,M,F,100
2014,FRANKLIN,ARCHERY,M,Y,153
2014,FRANKLIN,FIREARM,F,A,405
2014,FRANKLIN,FIREARM,F,F,103
2014,FRANKLIN,FIREARM,M,A,324
2014,FRANKLIN,FIREARM,M,F,134
2014,FRANKLIN,FIREARM,M,Y,207
2014,FRANKLIN,MUZZLE,F,A,15
2014,FRANKLIN,MUZZLE,F,F,1
2014,FRANKLIN,MUZZLE,M,A,5
2014,FRANKLIN,MUZZLE,M,F,7
2014,FRANKLIN,MUZZLE,M,Y,6
2014,FRANKLIN,YOUTH,F,A,21
2014,FRANKLIN,YOUTH,F,F,6
2014,FRANKLIN,YOUTH,M,A,5
2014,FRANKLIN,YOUTH,M,F,8
2014,FRANKLIN,YOUTH,M,Y,12
2014,FULTON,ARCHERY,F,A,613
2014,FULTON,ARCHERY,F,F,120
2014,FULTON,ARCHERY,M,A,456
2014,FULTON,ARCHERY,M,F,133
2014,FULTON,ARCHERY,M,Y,236
2014,FULTON,FIREARM,F,A,746
2014,FULTON,FIREARM,F,F,163
2014,FULTON,FIREARM,M,A,469
2014,FULTON,FIREARM,M,F,243
2014,FULTON,FIREARM,M,Y,358
2014,FULTON,LATEWINTER,F,A,290
2014,FULTON,LATEWINTER,F,F,62
2014,FULTON,LATEWINTER,M,A,12
2014,FULTON,LATEWINTER,M,F,73
2014,FULTON,LATEWINTER,M,Y,7
2014,FULTON,MUZZLE,F,A,52
2014,FULTON,MUZZLE,F,F,6
2014,FULTON,MUZZLE,M,A,19
2014,FULTON,MUZZLE,M,F,21
2014,FULTON,MUZZLE,M,Y,7
2014,FULTON,YOUTH,F,A,29
2014,FULTON,YOUTH,F,F,7
2014,FULTON,YOUTH,M,A,7
2014,FULTON,YOUTH,M,F,10
2014,FULTON,YOUTH,M,Y,27
2014,GALLATIN,ARCHERY,F,A,136
2014,GALLATIN,ARCHERY,F,F,24
2014,GALLATIN,ARCHERY,M,A,111
2014,GALLATIN,ARCHERY,M,F,18
2014,GALLATIN,ARCHERY,M,Y,40
2014,GALLATIN,FIREARM,F,A,161
2014,GALLATIN,FIREARM,F,F,31
2014,GALLATIN,FIREARM,M,A,141
2014,GALLATIN,FIREARM,M,F,46
2014,GALLATIN,FIREARM,M,Y,91
2014,GALLATIN,MUZZLE,F,A,13
2014,GALLATIN,MUZZLE,F,F,2
2014,GALLATIN,MUZZLE,M,A,6
2014,GALLATIN,MUZZLE,M,F,3
2014,GALLATIN,MUZZLE,M,Y,3
2014,GALLATIN,YOUTH,F,A,4
2014,GALLATIN,YOUTH,M,F,5
2014,GALLATIN,YOUTH,M,Y,3
2014,GREENE,ARCHERY,F,A,255
2014,GREENE,ARCHERY,F,F,63
2014,GREENE,ARCHERY,M,A,189
2014,GREENE,ARCHERY,M,F,59
2014,GREENE,ARCHERY,M,Y,75
2014,GREENE,FIREARM,F,A,416
2014,GREENE,FIREARM,F,F,104
2014,GREENE,FIREARM,M,A,231
2014,GREENE,FIREARM,M,F,143
2014,GREENE,FIREARM,M,Y,142
2014,GREENE,MUZZLE,F,A,26
2014,GREENE,MUZZLE,F,F,7
2014,GREENE,MUZZLE,M,A,13
2014,GREENE,MUZZLE,M,F,7
2014,GREENE,MUZZLE,M,Y,2
2014,GREENE,YOUTH,F,A,23
2014,GREENE,YOUTH,F,F,5
2014,GREENE,YOUTH,M,A,3
2014,GREENE,YOUTH,M,F,2
2014,GREENE,YOUTH,M,Y,8
2014,GRUNDY,ARCHERY,F,A,142
2014,GRUNDY,ARCHERY,F,F,24
2014,GRUNDY,ARCHERY,M,A,82
2014,GRUNDY,ARCHERY,M,F,34
2014,GRUNDY,ARCHERY,M,Y,63
2014,GRUNDY,CWD,F,A,52
2014,GRUNDY,CWD,F,F,11
2014,GRUNDY,CWD,M,A,8
2014,GRUNDY,CWD,M,F,9
2014,GRUNDY,CWD,M,Y,10
2014,GRUNDY,FIREARM,F,A,109
2014,GRUNDY,FIREARM,F,F,24
2014,GRUNDY,FIREARM,M,A,93
2014,GRUNDY,FIREARM,M,F,49
2014,GRUNDY,FIREARM,M,Y,56
2014,GRUNDY,MUZZLE,F,A,5
2014,GRUNDY,MUZZLE,M,A,2
2014,GRUNDY,MUZZLE,M,F,2
2014,GRUNDY,YOUTH,F,A,2
2014,GRUNDY,YOUTH,F,F,1
2014,GRUNDY,YOUTH,M,A,2
2014,GRUNDY,YOUTH,M,F,1
2014,GRUNDY,YOUTH,M,Y,3
2014,HAMILTON,ARCHERY,F,A,281
2014,HAMILTON,ARCHERY,F,F,47
2014,HAMILTON,ARCHERY,M,A,173
2014,HAMILTON,ARCHERY,M,F,50
2014,HAMILTON,ARCHERY,M,Y,95
2014,HAMILTON,FIREARM,F,A,359
2014,HAMILTON,FIREARM,F,F,91
2014,HAMILTON,FIREARM,M,A,333
2014,HAMILTON,FIREARM,M,F,102
2014,HAMILTON,FIREARM,M,Y,185
2014,HAMILTON,LATEWINTER,F,A,126
2014,HAMILTON,LATEWINTER,F,F,20
2014,HAMILTON,LATEWINTER,M,F,25
2014,HAMILTON,MUZZLE,F,A,25
2014,HAMILTON,MUZZLE,F,F,2
2014,HAMILTON,MUZZLE,M,A,7
2014,HAMILTON,MUZZLE,M,F,6
2014,HAMILTON,MUZZLE,M,Y,5
2014,HAMILTON,YOUTH,F,A,10
2014,HAMILTON,YOUTH,F,F,1
2014,HAMILTON,YOUTH,M,A,10
2014,HAMILTON,YOUTH,M,F,5
2014,HAMILTON,YOUTH,M,Y,7
2014,HANCOCK,ARCHERY,F,A,248
2014,HANCOCK,ARCHERY,F,F,62
2014,HANCOCK,ARCHERY,M,A,220
2014,HANCOCK,ARCHERY,M,F,48
2014,HANCOCK,ARCHERY,M,Y,121
2014,HANCOCK,FIREARM,F,A,669
2014,HANCOCK,FIREARM,F,F,193
2014,HANCOCK,FIREARM,M,A,373
2014,HANCOCK,FIREARM,M,F,227
2014,HANCOCK,FIREARM,M,Y,259
2014,HANCOCK,MUZZLE,F,A,31
2014,HANCOCK,MUZZLE,F,F,15
2014,HANCOCK,MUZZLE,M,A,17
2014,HANCOCK,MUZZLE,M,F,12
2014,HANCOCK,MUZZLE,M,Y,6
2014,HANCOCK,YOUTH,F,A,17
2014,HANCOCK,YOUTH,F,F,6
2014,HANCOCK,YOUTH,M,A,6
2014,HANCOCK,YOUTH,M,F,1
2014,HANCOCK,YOUTH,M,Y,12
2014,HARDIN,ARCHERY,F,A,188
2014,HARDIN,ARCHERY,F,F,29
2014,HARDIN,ARCHERY,M,A,121
2014,HARDIN,ARCHERY,M,F,29
2014,HARDIN,ARCHERY,M,Y,62
2014,HARDIN,FIREARM,F,A,295
2014,HARDIN,FIREARM,F,F,80
2014,HARDIN,FIREARM,M,A,195
2014,HARDIN,FIREARM,M,F,89
2014,HARDIN,FIREARM,M,Y,186
2014,HARDIN,MUZZLE,F,A,28
2014,HARDIN,MUZZLE,F,F,5
2014,HARDIN,MUZZLE,M,A,9
2014,HARDIN,MUZZLE,M,F,5
2014,HARDIN,MUZZLE,M,Y,3
2014,HARDIN,YOUTH,F,A,12
2014,HARDIN,YOUTH,F,F,5
2014,HARDIN,YOUTH,M,A,4
2014,HARDIN,YOUTH,M,F,2
2014,HARDIN,YOUTH,M,Y,5
2014,HENDERSON,ARCHERY,F,A,88
2014,HENDERSON,ARCHERY,F,F,21
2014,HENDERSON,ARCHERY,M,A,88
2014,HENDERSON,ARCHERY,M,F,17
2014,HENDERSON,ARCHERY,M,Y,50
2014,HENDERSON,FIREARM,F,A,201
2014,HENDERSON,FIREARM,F,F,56
2014,HENDERSON,FIREARM,M,A,136
2014,HENDERSON,FIREARM,M,F,52
2014,HENDERSON,FIREARM,M,Y,86
2014,HENDERSON,LATEWINTER,F,A,48
2014,HENDERSON,LATEWINTER,F,F,18
2014,HENDERSON,LATEWINTER,M,A,1
2014,HENDERSON,LATEWINTER,M,F,13
2014,HENDERSON,LATEWINTER,M,Y,1
2014,HENDERSON,MUZZLE,F,A,7
2014,HENDERSON,MUZZLE,F,F,4
2014,HENDERSON,MUZZLE,M,A,5
2014,HENDERSON,MUZZLE,M,F,6
2014,HENDERSON,MUZZLE,M,Y,2
2014,HENDERSON,YOUTH,F,A,4
2014,HENDERSON,YOUTH,F,F,1
2014,HENDERSON,YOUTH,M,A,3
2014,HENDERSON,YOUTH,M,F,1
2014,HENDERSON,YOUTH,M,Y,3
2014,HENRY,ARCHERY,F,A,192
2014,HENRY,ARCHERY,F,F,25
2014,HENRY,ARCHERY,M,A,93
2014,HENRY,ARCHERY,M,F,35
2014,HENRY,ARCHERY,M,Y,96
2014,HENRY,FIREARM,F,A,268
2014,HENRY,FIREARM,F,F,55
2014,HENRY,FIREARM,M,A,121
2014,HENRY,FIREARM,M,F,79
2014,HENRY,FIREARM,M,Y,122
2014,HENRY,MUZZLE,F,A,14
2014,HENRY,MUZZLE,F,F,1
2014,HENRY,MUZZLE,M,A,6
2014,HENRY,MUZZLE,M,F,2
2014,HENRY,MUZZLE,M,Y,2
2014,HENRY,YOUTH,F,A,7
2014,HENRY,YOUTH,F,F,2
2014,HENRY,YOUTH,M,Y,6
2014,IROQUOIS,ARCHERY,F,A,121
2014,IROQUOIS,ARCHERY,F,F,29
2014,IROQUOIS,ARCHERY,M,A,98
2014,IROQUOIS,ARCHERY,M,F,21
2014,IROQUOIS,ARCHERY,M,Y,77
2014,IROQUOIS,FIREARM,F,A,209
2014,IROQUOIS,FIREARM,F,F,40
2014,IROQUOIS,FIREARM,M,A,147
2014,IROQUOIS,FIREARM,M,F,64
2014,IROQUOIS,FIREARM,M,Y,110
2014,IROQUOIS,MUZZLE,F,A,12
2014,IROQUOIS,MUZZLE,F,F,1
2014,IROQUOIS,MUZZLE,M,A,9
2014,IROQUOIS,MUZZLE,M,F,3
2014,IROQUOIS,MUZZLE,M,Y,6
2014,IROQUOIS,YOUTH,F,A,6
2014,IROQUOIS,YOUTH,F,F,2
2014,IROQUOIS,YOUTH,M,A,4
2014,IROQUOIS,YOUTH,M,F,1
2014,IROQUOIS,YOUTH,M,Y,4
2014,JACKSON,ARCHERY,F,A,467
2014,JACKSON,ARCHERY,F,F,75
2014,JACKSON,ARCHERY,M,A,239
2014,JACKSON,ARCHERY,M,F,92
2014,JACKSON,ARCHERY,M,Y,207
2014,JACKSON,FIREARM,F,A,693
2014,JACKSON,FIREARM,F,F,141
2014,JACKSON,FIREARM,M,A,608
2014,JACKSON,FIREARM,M,F,224
2014,JACKSON,FIREARM,M,Y,452
2014,JACKSON,MUZZLE,F,A,35
2014,JACKSON,MUZZLE,F,F,5
2014,JACKSON,MUZZLE,M,A,16
2014,JACKSON,MUZZLE,M,F,8
2014,JACKSON,MUZZLE,M,Y,7
2014,JACKSON,YOUTH,F,A,24
2014,JACKSON,YOUTH,F,F,4
2014,JACKSON,YOUTH,M,A,7
2014,JACKSON,YOUTH,M,F,4
2014,JACKSON,YOUTH,M,Y,25
2014,JASPER,ARCHERY,F,A,180
