Year,HarvCounty,SeasonGroup,Sex,AssignedAge,Total
2008,JOHNSON,FIREARM,F,F,145
2008,JOHNSON,FIREARM,M,A,489
2008,JOHNSON,FIREARM,M,F,187
2008,JOHNSON,FIREARM,M,Y,416
2008,JOHNSON,LATEWINTER,F,A,110
2008,JOHNSON,LATEWINTER,F,F,22
2008,JOHNSON,LATEWINTER,M,F,28
2008,JOHNSON,LATEWINTER,M,Y,3
2008,JOHNSON,MUZZLE,F,A,32
2008,JOHNSON,MUZZLE,F,F,9
2008,JOHNSON,MUZZLE,M,A,16
2008,JOHNSON,MUZZLE,M,F,4
2008,JOHNSON,MUZZLE,M,Y,7
2008,JOHNSON,YOUTH,F,A,7
2008,JOHNSON,YOUTH,M,A,2
2008,JOHNSON,YOUTH,M,F,2
2008,JOHNSON,YOUTH,M,Y,8
2008,KANE,ARCHERY,F,A,145
2008,KANE,ARCHERY,F,F,23
2008,KANE,ARCHERY,M,A,111
2008,KANE,ARCHERY,M,F,32
2008,KANE,ARCHERY,M,Y,91
2008,KANE,CWD,F,A,8
2008,KANE,CWD,M,A,1
2008,KANE,CWD,M,F,2
2008,KANE,CWD,M,Y,1
2008,KANE,FIREARM,F,A,19
2008,KANE,FIREARM,F,F,7
2008,KANE,FIREARM,F,U,1
2008,KANE,FIREARM,M,A,13
2008,KANE,FIREARM,M,F,11
2008,KANE,FIREARM,M,Y,12
2008,KANE,MUZZLE,F,A,3
2008,KANE,MUZZLE,M,F,1
2008,KANE,MUZZLE,M,Y,1
2008,KANE,YOUTH,F,A,1
2008,KANKAKEE,ARCHERY,F,A,132
2008,KANKAKEE,ARCHERY,F,F,27
2008,KANKAKEE,ARCHERY,M,A,79
2008,KANKAKEE,ARCHERY,M,F,33
2008,KANKAKEE,ARCHERY,M,Y,53
2008,KANKAKEE,FIREARM,F,A,105
2008,KANKAKEE,FIREARM,F,F,8
2008,KANKAKEE,FIREARM,M,A,66
2008,KANKAKEE,FIREARM,M,F,21
2008,KANKAKEE,FIREARM,M,Y,42
2008,KANKAKEE,MUZZLE,F,A,4
2008,KANKAKEE,MUZZLE,F,F,1
2008,KANKAKEE,MUZZLE,M,A,1
2008,KANKAKEE,MUZZLE,M,F,5
2008,KANKAKEE,MUZZLE,M,Y,1
2008,KANKAKEE,YOUTH,F,F,1
2008,KENDALL,ARCHERY,F,A,106
2008,KENDALL,ARCHERY,F,F,17
2008,KENDALL,ARCHERY,M,A,43
2008,KENDALL,ARCHERY,M,F,19
2008,KENDALL,ARCHERY,M,Y,40
2008,KENDALL,FIREARM,F,A,38
2008,KENDALL,FIREARM,F,F,3
2008,KENDALL,FIREARM,M,A,30
2008,KENDALL,FIREARM,M,F,20
2008,KENDALL,FIREARM,M,Y,15
2008,KENDALL,MUZZLE,F,A,5
2008,KENDALL,MUZZLE,F,F,1
2008,KENDALL,MUZZLE,M,A,4
2008,KENDALL,MUZZLE,M,F,1
2008,KNOX,ARCHERY,F,A,398
2008,KNOX,ARCHERY,F,F,90
2008,KNOX,ARCHERY,M,A,275
2008,KNOX,ARCHERY,M,F,138
2008,KNOX,ARCHERY,M,Y,153
2008,KNOX,FIREARM,F,A,607
2008,KNOX,FIREARM,F,F,142
2008,KNOX,FIREARM,M,A,429
2008,KNOX,FIREARM,M,F,223
2008,KNOX,FIREARM,M,Y,222
2008,KNOX,LATEWINTER,F,A,121
2008,KNOX,LATEWINTER,F,F,50
2008,KNOX,LATEWINTER,M,A,8
2008,KNOX,LATEWINTER,M,F,43
2008,KNOX,LATEWINTER,M,Y,7
2008,KNOX,MUZZLE,F,A,29
2008,KNOX,MUZZLE,F,F,14
2008,KNOX,MUZZLE,M,A,12
2008,KNOX,MUZZLE,M,F,8
2008,KNOX,MUZZLE,M,Y,3
2008,KNOX,YOUTH,F,A,2
2008,KNOX,YOUTH,F,F,1
2008,KNOX,YOUTH,M,Y,5
2008,LAKE,ARCHERY,F,A,152
2008,LAKE,ARCHERY,F,F,18
2008,LAKE,ARCHERY,M,A,135
2008,LAKE,ARCHERY,M,F,36
2008,LAKE,ARCHERY,M,Y,103
2008,LAKE,FIREARM,F,A,3
2008,LAKE,FIREARM,F,F,2
2008,LAKE,FIREARM,M,F,2
2008,LAKE,FIREARM,M,Y,2
2008,LASALLE,ARCHERY,F,A,481
2008,LASALLE,ARCHERY,F,F,124
2008,LASALLE,ARCHERY,M,A,203
2008,LASALLE,ARCHERY,M,F,156
2008,LASALLE,ARCHERY,M,Y,207
2008,LASALLE,FIREARM,F,A,508
2008,LASALLE,FIREARM,F,F,179
2008,LASALLE,FIREARM,F,U,2
2008,LASALLE,FIREARM,M,A,280
2008,LASALLE,FIREARM,M,F,198
2008,LASALLE,FIREARM,M,Y,269
2008,LASALLE,LATEWINTER,F,A,127
2008,LASALLE,LATEWINTER,F,F,35
2008,LASALLE,LATEWINTER,M,A,4
2008,LASALLE,LATEWINTER,M,F,35
2008,LASALLE,LATEWINTER,M,Y,6
2008,LASALLE,MUZZLE,F,A,26
2008,LASALLE,MUZZLE,F,F,12
2008,LASALLE,MUZZLE,M,A,6
2008,LASALLE,MUZZLE,M,F,5
2008,LASALLE,MUZZLE,M,Y,6
2008,LASALLE,YOUTH,F,A,3
2008,LASALLE,YOUTH,F,F,1
2008,LASALLE,YOUTH,M,F,5
2008,LASALLE,YOUTH,M,Y,2
2008,LAWRENCE,ARCHERY,F,A,165
2008,LAWRENCE,ARCHERY,F,F,36
2008,LAWRENCE,ARCHERY,M,A,86
2008,LAWRENCE,ARCHERY,M,F,46
2008,LAWRENCE,ARCHERY,M,Y,89
2008,LAWRENCE,FIREARM,F,A,227
2008,LAWRENCE,FIREARM,F,F,35
2008,LAWRENCE,FIREARM,M,A,175
2008,LAWRENCE,FIREARM,M,F,63
2008,LAWRENCE,FIREARM,M,Y,109
2008,LAWRENCE,LATEWINTER,F,A,50
2008,LAWRENCE,LATEWINTER,F,F,7
2008,LAWRENCE,LATEWINTER,M,F,10
2008,LAWRENCE,LATEWINTER,M,Y,1
2008,LAWRENCE,MUZZLE,F,A,13
2008,LAWRENCE,MUZZLE,M,A,5
2008,LAWRENCE,MUZZLE,M,Y,3
2008,LAWRENCE,YOUTH,M,Y,2
2008,LEE,ARCHERY,F,A,191
2008,LEE,ARCHERY,F,F,35
2008,LEE,ARCHERY,M,A,94
2008,LEE,ARCHERY,M,F,66
2008,LEE,ARCHERY,M,Y,90
2008,LEE,FIREARM,F,A,264
2008,LEE,FIREARM,F,F,69
2008,LEE,FIREARM,M,A,142
2008,LEE,FIREARM,M,F,117
2008,LEE,FIREARM,M,Y,108
2008,LEE,LATEWINTER,F,A,51
2008,LEE,LATEWINTER,F,F,23
2008,LEE,LATEWINTER,M,A,4
2008,LEE,LATEWINTER,M,F,12
2008,LEE,LATEWINTER,M,Y,1
2008,LEE,MUZZLE,F,A,10
2008,LEE,MUZZLE,F,F,2
2008,LEE,MUZZLE,M,A,5
2008,LEE,MUZZLE,M,F,1
2008,LEE,MUZZLE,M,Y,3
2008,LEE,YOUTH,F,A,6
2008,LEE,YOUTH,M,A,1
2008,LEE,YOUTH,M,Y,3
2008,LIVINGSTON,ARCHERY,F,A,130
2008,LIVINGSTON,ARCHERY,F,F,24
2008,LIVINGSTON,ARCHERY,M,A,63
2008,LIVINGSTON,ARCHERY,M,F,26
2008,LIVINGSTON,ARCHERY,M,Y,70
2008,LIVINGSTON,FIREARM,F,A,228
2008,LIVINGSTON,FIREARM,F,F,51
2008,LIVINGSTON,FIREARM,M,A,136
2008,LIVINGSTON,FIREARM,M,F,89
2008,LIVINGSTON,FIREARM,M,Y,93
2008,LIVINGSTON,MUZZLE,F,A,13
2008,LIVINGSTON,MUZZLE,F,F,1
2008,LIVINGSTON,MUZZLE,M,F,8
2008,LIVINGSTON,MUZZLE,M,Y,2
2008,LIVINGSTON,YOUTH,F,A,3
2008,LIVINGSTON,YOUTH,F,F,1
2008,LIVINGSTON,YOUTH,M,A,1
2008,LOGAN,ARCHERY,F,A,101
2008,LOGAN,ARCHERY,F,F,17
2008,LOGAN,ARCHERY,M,A,84
2008,LOGAN,ARCHERY,M,F,25
2008,LOGAN,ARCHERY,M,Y,51
2008,LOGAN,FIREARM,F,A,187
2008,LOGAN,FIREARM,F,F,33
2008,LOGAN,FIREARM,M,A,126
2008,LOGAN,FIREARM,M,F,48
2008,LOGAN,FIREARM,M,Y,65
2008,LOGAN,LATEWINTER,F,A,22
2008,LOGAN,LATEWINTER,M,F,12
2008,LOGAN,LATEWINTER,M,Y,1
2008,LOGAN,MUZZLE,F,A,8
2008,LOGAN,MUZZLE,F,F,2
2008,LOGAN,MUZZLE,M,A,5
2008,LOGAN,MUZZLE,M,F,4
2008,LOGAN,MUZZLE,M,Y,2
2008,LOGAN,YOUTH,F,A,1
2008,LOGAN,YOUTH,M,F,1
2008,LOGAN,YOUTH,M,Y,1
2008,MACON,ARCHERY,F,A,234
2008,MACON,ARCHERY,F,F,54
2008,MACON,ARCHERY,M,A,116
2008,MACON,ARCHERY,M,F,60
2008,MACON,ARCHERY,M,Y,84
2008,MACON,FIREARM,F,A,121
2008,MACON,FIREARM,F,F,18
2008,MACON,FIREARM,M,A,101
2008,MACON,FIREARM,M,F,38
2008,MACON,FIREARM,M,Y,63
2008,MACON,MUZZLE,F,A,16
2008,MACON,MUZZLE,F,F,1
2008,MACON,MUZZLE,M,A,12
2008,MACON,MUZZLE,M,F,4
2008,MACON,MUZZLE,M,Y,4
2008,MACON,YOUTH,F,A,5
2008,MACON,YOUTH,M,Y,3
2008,MACOUPIN,ARCHERY,F,A,410
2008,MACOUPIN,ARCHERY,F,F,106
2008,MACOUPIN,ARCHERY,M,A,243
2008,MACOUPIN,ARCHERY,M,F,107
2008,MACOUPIN,ARCHERY,M,Y,160
2008,MACOUPIN,FIREARM,F,A,679
2008,MACOUPIN,FIREARM,F,F,170
2008,MACOUPIN,FIREARM,M,A,419
2008,MACOUPIN,FIREARM,M,F,256
2008,MACOUPIN,FIREARM,M,Y,323
2008,MACOUPIN,LATEWINTER,F,A,129
2008,MACOUPIN,LATEWINTER,F,F,38
2008,MACOUPIN,LATEWINTER,M,A,2
2008,MACOUPIN,LATEWINTER,M,F,33
2008,MACOUPIN,LATEWINTER,M,Y,5
2008,MACOUPIN,MUZZLE,F,A,35
2008,MACOUPIN,MUZZLE,F,F,5
2008,MACOUPIN,MUZZLE,M,A,14
2008,MACOUPIN,MUZZLE,M,F,8
2008,MACOUPIN,MUZZLE,M,Y,3
2008,MACOUPIN,YOUTH,F,A,6
2008,MACOUPIN,YOUTH,F,F,4
2008,MACOUPIN,YOUTH,M,A,6
2008,MACOUPIN,YOUTH,M,F,4
2008,MACOUPIN,YOUTH,M,Y,6
2008,MADISON,ARCHERY,F,A,444
2008,MADISON,ARCHERY,F,F,111
2008,MADISON,ARCHERY,M,A,184
2008,MADISON,ARCHERY,M,F,138
2008,MADISON,ARCHERY,M,Y,190
2008,MADISON,FIREARM,F,A,363
2008,MADISON,FIREARM,F,F,77
2008,MADISON,FIREARM,M,A,183
2008,MADISON,FIREARM,M,F,121
2008,MADISON,FIREARM,M,Y,180
2008,MADISON,LATEWINTER,F,A,70
2008,MADISON,LATEWINTER,F,F,20
2008,MADISON,LATEWINTER,M,A,3
2008,MADISON,LATEWINTER,M,F,14
2008,MADISON,LATEWINTER,M,Y,1
2008,MADISON,MUZZLE,F,A,18
2008,MADISON,MUZZLE,F,F,3
2008,MADISON,MUZZLE,M,A,8
2008,MADISON,MUZZLE,M,F,8
2008,MADISON,MUZZLE,M,Y,3
2008,MADISON,YOUTH,F,A,7
2008,MADISON,YOUTH,F,F,1
2008,MADISON,YOUTH,M,A,1
2008,MADISON,YOUTH,M,F,4
2008,MADISON,YOUTH,M,Y,4
2008,MARION,ARCHERY,F,A,467
2008,MARION,ARCHERY,F,F,91
2008,MARION,ARCHERY,M,A,241
2008,MARION,ARCHERY,M,F,119
2008,MARION,ARCHERY,M,Y,225
2008,MARION,FIREARM,F,A,723
2008,MARION,FIREARM,F,F,146
2008,MARION,FIREARM,M,A,572
2008,MARION,FIREARM,M,F,207
2008,MARION,FIREARM,M,Y,389
2008,MARION,LATEWINTER,F,A,184
2008,MARION,LATEWINTER,F,F,36
2008,MARION,LATEWINTER,M,A,1
2008,MARION,LATEWINTER,M,F,43
2008,MARION,LATEWINTER,M,Y,2
2008,MARION,MUZZLE,F,A,52
2008,MARION,MUZZLE,F,F,9
2008,MARION,MUZZLE,M,A,16
2008,MARION,MUZZLE,M,F,13
2008,MARION,MUZZLE,M,Y,13
2008,MARION,YOUTH,F,A,8
2008,MARION,YOUTH,F,F,2
2008,MARION,YOUTH,M,A,2
2008,MARION,YOUTH,M,F,3
2008,MARION,YOUTH,M,Y,8
2008,MARSHALL,ARCHERY,F,A,144
2008,MARSHALL,ARCHERY,F,F,50
2008,MARSHALL,ARCHERY,M,A,87
2008,MARSHALL,ARCHERY,M,F,38
2008,MARSHALL,ARCHERY,M,Y,65
2008,MARSHALL,FIREARM,F,A,296
2008,MARSHALL,FIREARM,F,F,84
2008,MARSHALL,FIREARM,M,A,223
2008,MARSHALL,FIREARM,M,F,96
2008,MARSHALL,FIREARM,M,Y,137
2008,MARSHALL,LATEWINTER,F,A,35
2008,MARSHALL,LATEWINTER,F,F,20
2008,MARSHALL,LATEWINTER,M,A,3
2008,MARSHALL,LATEWINTER,M,F,16
2008,MARSHALL,LATEWINTER,M,Y,4
2008,MARSHALL,MUZZLE,F,A,13
2008,MARSHALL,MUZZLE,F,F,4
2008,MARSHALL,MUZZLE,M,A,5
2008,MARSHALL,MUZZLE,M,F,3
2008,MARSHALL,MUZZLE,M,Y,2
2008,MARSHALL,YOUTH,F,A,3
2008,MARSHALL,YOUTH,M,F,1
2008,MARSHALL,YOUTH,M,Y,3
2008,MASON,ARCHERY,F,A,156
2008,MASON,ARCHERY,F,F,48
2008,MASON,ARCHERY,M,A,108
2008,MASON,ARCHERY,M,F,48
2008,MASON,ARCHERY,M,Y,63
2008,MASON,FIREARM,F,A,240
2008,MASON,FIREARM,F,F,62
2008,MASON,FIREARM,M,A,167
2008,MASON,FIREARM,M,F,82
2008,MASON,FIREARM,M,Y,132
2008,MASON,MUZZLE,F,A,23
2008,MASON,MUZZLE,F,F,7
2008,MASON,MUZZLE,M,A,8
2008,MASON,MUZZLE,M,F,10
2008,MASON,MUZZLE,M,Y,4
2008,MASON,YOUTH,F,A,3
2008,MASON,YOUTH,F,F,4
2008,MASON,YOUTH,M,F,1
2008,MASSAC,ARCHERY,F,A,192
2008,MASSAC,ARCHERY,F,F,40
2008,MASSAC,ARCHERY,M,A,111
2008,MASSAC,ARCHERY,M,F,28
2008,MASSAC,ARCHERY,M,Y,68
2008,MASSAC,FIREARM,F,A,214
2008,MASSAC,FIREARM,F,F,58
2008,MASSAC,FIREARM,M,A,184
2008,MASSAC,FIREARM,M,F,72
2008,MASSAC,FIREARM,M,Y,102
2008,MASSAC,LATEWINTER,F,A,47
2008,MASSAC,LATEWINTER,F,F,10
2008,MASSAC,LATEWINTER,M,A,1
2008,MASSAC,LATEWINTER,M,F,13
2008,MASSAC,LATEWINTER,M,Y,1
2008,MASSAC,MUZZLE,F,A,9
2008,MASSAC,MUZZLE,F,F,1
2008,MASSAC,MUZZLE,M,A,4
2008,MASSAC,MUZZLE,M,F,1
2008,MASSAC,YOUTH,F,A,2
2008,MASSAC,YOUTH,M,A,1
2008,MCDONOUGH,ARCHERY,F,A,230
2008,MCDONOUGH,ARCHERY,F,F,60
2008,MCDONOUGH,ARCHERY,M,A,168
2008,MCDONOUGH,ARCHERY,M,F,46
2008,MCDONOUGH,ARCHERY,M,Y,113
2008,MCDONOUGH,FIREARM,F,A,410
2008,MCDONOUGH,FIREARM,F,F,137
2008,MCDONOUGH,FIREARM,M,A,296
2008,MCDONOUGH,FIREARM,M,F,168
2008,MCDONOUGH,FIREARM,M,Y,144
2008,MCDONOUGH,LATEWINTER,F,A,65
2008,MCDONOUGH,LATEWINTER,F,F,29
2008,MCDONOUGH,LATEWINTER,M,A,2
2008,MCDONOUGH,LATEWINTER,M,F,31
2008,MCDONOUGH,LATEWINTER,M,Y,1
2008,MCDONOUGH,MUZZLE,F,A,16
2008,MCDONOUGH,MUZZLE,F,F,4
2008,MCDONOUGH,MUZZLE,M,A,7
2008,MCDONOUGH,MUZZLE,M,F,5
2008,MCDONOUGH,MUZZLE,M,Y,6
2008,MCDONOUGH,YOUTH,F,A,2
2008,MCDONOUGH,YOUTH,F,F,3
2008,MCDONOUGH,YOUTH,M,Y,2
2008,MCHENRY,ARCHERY,F,A,238
2008,MCHENRY,ARCHERY,F,F,35
2008,MCHENRY,ARCHERY,M,A,126
2008,MCHENRY,ARCHERY,M,F,62
2008,MCHENRY,ARCHERY,M,Y,124
2008,MCHENRY,CWD,F,A,57
2008,MCHENRY,CWD,F,F,9
2008,MCHENRY,CWD,F,U,1
2008,MCHENRY,CWD,M,A,8
2008,MCHENRY,CWD,M,F,9
2008,MCHENRY,CWD,M,Y,4
2008,MCHENRY,FIREARM,F,A,135
2008,MCHENRY,FIREARM,F,F,32
2008,MCHENRY,FIREARM,F,U,3
2008,MCHENRY,FIREARM,M,A,62
2008,MCHENRY,FIREARM,M,F,47
2008,MCHENRY,FIREARM,M,Y,95
2008,MCHENRY,MUZZLE,F,A,10
2008,MCHENRY,MUZZLE,F,F,3
2008,MCHENRY,MUZZLE,M,A,4
2008,MCHENRY,MUZZLE,M,F,1
2008,MCHENRY,MUZZLE,M,Y,2
2008,MCHENRY,YOUTH,F,A,1
2008,MCHENRY,YOUTH,F,F,1
2008,MCHENRY,YOUTH,M,A,1
2008,MCLEAN,ARCHERY,F,A,304
2008,MCLEAN,ARCHERY,F,F,64
2008,MCLEAN,ARCHERY,M,A,131
2008,MCLEAN,ARCHERY,M,F,65
2008,MCLEAN,ARCHERY,M,Y,111
2008,MCLEAN,FIREARM,F,A,285
2008,MCLEAN,FIREARM,F,F,72
2008,MCLEAN,FIREARM,M,A,189
2008,MCLEAN,FIREARM,M,F,89
2008,MCLEAN,FIREARM,M,Y,96
2008,MCLEAN,LATEWINTER,F,A,67
2008,MCLEAN,LATEWINTER,F,F,22
2008,MCLEAN,LATEWINTER,M,A,3
2008,MCLEAN,LATEWINTER,M,F,23
2008,MCLEAN,LATEWINTER,M,Y,4
2008,MCLEAN,MUZZLE,F,A,18
2008,MCLEAN,MUZZLE,F,F,2
2008,MCLEAN,MUZZLE,M,A,9
2008,MCLEAN,MUZZLE,M,F,4
2008,MCLEAN,MUZZLE,M,Y,5
2008,MCLEAN,YOUTH,F,A,4
2008,MCLEAN,YOUTH,F,F,1
2008,MCLEAN,YOUTH,M,A,2
2008,MCLEAN,YOUTH,M,F,2
2008,MCLEAN,YOUTH,M,Y,2
2008,MENARD,ARCHERY,F,A,157
2008,MENARD,ARCHERY,F,F,39
2008,MENARD,ARCHERY,M,A,90
2008,MENARD,ARCHERY,M,F,36
2008,MENARD,ARCHERY,M,Y,48
2008,MENARD,FIREARM,F,A,162
2008,MENARD,FIREARM,F,F,38
2008,MENARD,FIREARM,M,A,124
2008,MENARD,FIREARM,M,F,45
2008,MENARD,FIREARM,M,Y,62
2008,MENARD,LATEWINTER,F,A,35
2008,MENARD,LATEWINTER,F,F,9
2008,MENARD,LATEWINTER,M,A,2
2008,MENARD,LATEWINTER,M,F,14
2008,MENARD,LATEWINTER,M,Y,2
2008,MENARD,MUZZLE,F,A,11
2008,MENARD,MUZZLE,F,F,4
2008,MENARD,MUZZLE,M,A,4
2008,MENARD,MUZZLE,M,F,3
2008,MENARD,MUZZLE,M,Y,2
2008,MENARD,YOUTH,F,A,1
2008,MENARD,YOUTH,M,F,1
2008,MERCER,ARCHERY,F,A,129
2008,MERCER,ARCHERY,F,F,27
2008,MERCER,ARCHERY,M,A,108
2008,MERCER,ARCHERY,M,F,45
2008,MERCER,ARCHERY,M,Y,78
2008,MERCER,FIREARM,F,A,391
2008,MERCER,FIREARM,F,F,90
2008,MERCER,FIREARM,M,A,220
2008,MERCER,FIREARM,M,F,140
2008,MERCER,FIREARM,M,Y,141
2008,MERCER,LATEWINTER,F,A,61
2008,MERCER,LATEWINTER,F,F,21
2008,MERCER,LATEWINTER,M,A,2
2008,MERCER,LATEWINTER,M,F,26
2008,MERCER,LATEWINTER,M,Y,2
2008,MERCER,MUZZLE,F,A,10
2008,MERCER,MUZZLE,F,F,4
2008,MERCER,MUZZLE,M,A,5
2008,MERCER,MUZZLE,M,F,5
2008,MERCER,MUZZLE,M,Y,4
2008,MERCER,YOUTH,F,A,2
2008,MERCER,YOUTH,M,A,1
2008,MERCER,YOUTH,M,F,1
2008,MERCER,YOUTH,M,Y,2
2008,MONROE,ARCHERY,F,A,155
2008,MONROE,ARCHERY,F,F,16
2008,MONROE,ARCHERY,M,A,50
2008,MONROE,ARCHERY,M,F,22
2008,MONROE,ARCHERY,M,Y,69
2008,MONROE,FIREARM,F,A,387
2008,MONROE,FIREARM,F,F,66
2008,MONROE,FIREARM,M,A,306
2008,MONROE,FIREARM,M,F,106
2008,MONROE,FIREARM,M,Y,239
2008,MONROE,LATEWINTER,F,A,63
2008,MONROE,LATEWINTER,F,F,8
2008,MONROE,LATEWINTER,M,F,8
2008,MONROE,LATEWINTER,M,Y,1
2008,MONROE,MUZZLE,F,A,14
2008,MONROE,MUZZLE,F,F,2
2008,MONROE,MUZZLE,M,A,6
2008,MONROE,MUZZLE,M,Y,3
2008,MONROE,YOUTH,F,A,4
2008,MONROE,YOUTH,M,A,1
2008,MONTGOMERY,ARCHERY,F,A,280
2008,MONTGOMERY,ARCHERY,F,F,91
2008,MONTGOMERY,ARCHERY,M,A,127
2008,MONTGOMERY,ARCHERY,M,F,81
2008,MONTGOMERY,ARCHERY,M,Y,133
2008,MONTGOMERY,FIREARM,F,A,437
2008,MONTGOMERY,FIREARM,F,F,111
2008,MONTGOMERY,FIREARM,M,A,315
2008,MONTGOMERY,FIREARM,M,F,142
2008,MONTGOMERY,FIREARM,M,Y,226
2008,MONTGOMERY,LATEWINTER,F,A,84
2008,MONTGOMERY,LATEWINTER,F,F,22
2008,MONTGOMERY,LATEWINTER,M,A,2
2008,MONTGOMERY,LATEWINTER,M,F,22
2008,MONTGOMERY,MUZZLE,F,A,12
2008,MONTGOMERY,MUZZLE,F,F,3
2008,MONTGOMERY,MUZZLE,M,A,8
2008,MONTGOMERY,MUZZLE,M,F,6
2008,MONTGOMERY,MUZZLE,M,Y,3
2008,MONTGOMERY,YOUTH,F,A,5
2008,MONTGOMERY,YOUTH,F,F,2
2008,MONTGOMERY,YOUTH,M,A,1
2008,MONTGOMERY,YOUTH,M,F,5
2008,MONTGOMERY,YOUTH,M,Y,7
2008,MORGAN,ARCHERY,F,A,244
2008,MORGAN,ARCHERY,F,F,67
2008,MORGAN,ARCHERY,M,A,176
2008,MORGAN,ARCHERY,M,F,76
2008,MORGAN,ARCHERY,M,Y,84
2008,MORGAN,FIREARM,F,A,392
2008,MORGAN,FIREARM,F,F,95
2008,MORGAN,FIREARM,M,A,238
2008,MORGAN,FIREARM,M,F,139
2008,MORGAN,FIREARM,M,Y,143
2008,MORGAN,LATEWINTER,F,A,71
2008,MORGAN,LATEWINTER,F,F,20
2008,MORGAN,LATEWINTER,M,A,4
2008,MORGAN,LATEWINTER,M,F,28
2008,MORGAN,LATEWINTER,M,Y,5
2008,MORGAN,MUZZLE,F,A,20
2008,MORGAN,MUZZLE,F,F,5
2008,MORGAN,MUZZLE,M,A,8
2008,MORGAN,MUZZLE,M,F,7
2008,MORGAN,MUZZLE,M,Y,3
2008,MORGAN,YOUTH,F,A,2
2008,MORGAN,YOUTH,M,A,2
2008,MORGAN,YOUTH,M,F,1
2008,MORGAN,YOUTH,M,Y,2
2008,MOULTRIE,ARCHERY,F,A,119
2008,MOULTRIE,ARCHERY,F,F,31
2008,MOULTRIE,ARCHERY,M,A,61
2008,MOULTRIE,ARCHERY,M,F,45
2008,MOULTRIE,ARCHERY,M,Y,48
2008,MOULTRIE,FIREARM,F,A,131
2008,MOULTRIE,FIREARM,F,F,28
2008,MOULTRIE,FIREARM,M,A,100
2008,MOULTRIE,FIREARM,M,F,41
2008,MOULTRIE,FIREARM,M,Y,39
2008,MOULTRIE,MUZZLE,F,A,16
2008,MOULTRIE,MUZZLE,F,F,6
2008,MOULTRIE,MUZZLE,M,A,3
2008,MOULTRIE,MUZZLE,M,F,4
2008,MOULTRIE,MUZZLE,M,Y,3
2008,MOULTRIE,YOUTH,M,A,1
2008,MOULTRIE,YOUTH,M,F,1
2008,OGLE,ARCHERY,F,A,276
2008,OGLE,ARCHERY,F,F,77
2008,OGLE,ARCHERY,M,A,153
2008,OGLE,ARCHERY,M,F,90
2008,OGLE,ARCHERY,M,Y,134
2008,OGLE,FIREARM,F,A,447
2008,OGLE,FIREARM,F,F,155
2008,OGLE,FIREARM,F,U,3
2008,OGLE,FIREARM,M,A,217
2008,OGLE,FIREARM,M,F,162
2008,OGLE,FIREARM,M,Y,200
2008,OGLE,LATEWINTER,F,A,76
2008,OGLE,LATEWINTER,F,F,19
2008,OGLE,LATEWINTER,M,A,2
2008,OGLE,LATEWINTER,M,F,41
2008,OGLE,LATEWINTER,M,Y,5
2008,OGLE,MUZZLE,F,A,17
2008,OGLE,MUZZLE,F,F,10
2008,OGLE,MUZZLE,M,A,7
2008,OGLE,MUZZLE,M,F,10
2008,OGLE,MUZZLE,M,Y,2
2008,OGLE,YOUTH,F,A,4
2008,OGLE,YOUTH,F,F,3
2008,OGLE,YOUTH,M,A,2
2008,OGLE,YOUTH,M,F,2
2008,OGLE,YOUTH,M,Y,3
2008,PEORIA,ARCHERY,F,A,528
2008,PEORIA,ARCHERY,F,F,157
2008,PEORIA,ARCHERY,M,A,254
2008,PEORIA,ARCHERY,M,F,173
2008,PEORIA,ARCHERY,M,Y,212
2008,PEORIA,FIREARM,F,A,679
2008,PEORIA,FIREARM,F,F,179
2008,PEORIA,FIREARM,M,A,316
2008,PEORIA,FIREARM,M,F,256
2008,PEORIA,FIREARM,M,Y,223
2008,PEORIA,LATEWINTER,F,A,163
2008,PEORIA,LATEWINTER,F,F,53
2008,PEORIA,LATEWINTER,M,A,12
2008,PEORIA,LATEWINTER,M,F,60
2008,PEORIA,LATEWINTER,M,Y,8
2008,PEORIA,MUZZLE,F,A,29
2008,PEORIA,MUZZLE,F,F,5
2008,PEORIA,MUZZLE,M,A,7
2008,PEORIA,MUZZLE,M,F,13
2008,PEORIA,MUZZLE,M,Y,3
2008,PEORIA,YOUTH,F,A,11
2008,PEORIA,YOUTH,M,A,3
2008,PEORIA,YOUTH,M,F,6
2008,PEORIA,YOUTH,M,Y,3
2008,PERRY,ARCHERY,F,A,258
2008,PERRY,ARCHERY,F,F,49
2008,PERRY,ARCHERY,M,A,164
2008,PERRY,ARCHERY,M,F,54
2008,PERRY,ARCHERY,M,Y,117
2008,PERRY,FIREARM,F,A,502
2008,PERRY,FIREARM,F,F,93
2008,PERRY,FIREARM,M,A,404
2008,PERRY,FIREARM,M,F,129
2008,PERRY,FIREARM,M,Y,258
2008,PERRY,LATEWINTER,F,A,162
2008,PERRY,LATEWINTER,F,F,40
2008,PERRY,LATEWINTER,M,A,1
2008,PERRY,LATEWINTER,M,F,34
2008,PERRY,LATEWINTER,M,Y,1
2008,PERRY,MUZZLE,F,A,16
2008,PERRY,MUZZLE,F,F,4
2008,PERRY,MUZZLE,M,A,10
2008,PERRY,MUZZLE,M,F,5
2008,PERRY,MUZZLE,M,Y,2
2008,PERRY,YOUTH,F,A,5
2008,PERRY,YOUTH,F,F,1
2008,PERRY,YOUTH,M,A,3
2008,PERRY,YOUTH,M,Y,7
