"long","lat","group","order","region","subregion"
-88.1552810668945,38.250659942627,584,22315,"illinois","EDWARDS"
-88.3672790527344,38.9152946472168,585,22317,"illinois","EFFINGHAM"
-88.699592590332,38.9095611572266,585,22318,"illinois","EFFINGHAM"
-88.802734375,38.9152946472168,585,22319,"illinois","EFFINGHAM"
-88.802734375,39.2189598083496,585,22320,"illinois","EFFINGHAM"
-88.4761428833008,39.2132339477539,585,22321,"illinois","EFFINGHAM"
-88.4761428833008,39.1731262207031,585,22322,"illinois","EFFINGHAM"
-88.3672790527344,39.1731262207031,585,22323,"illinois","EFFINGHAM"
-88.3672790527344,38.9152946472168,585,22324,"illinois","EFFINGHAM"
-88.699592590332,38.9095611572266,586,22326,"illinois","FAYETTE"
-88.699592590332,38.8293495178223,586,22327,"illinois","FAYETTE"
-89.1407699584961,38.8293495178223,586,22328,"illinois","FAYETTE"
-89.1464996337891,38.7319450378418,586,22329,"illinois","FAYETTE"
-89.2782821655273,38.7319450378418,586,22330,"illinois","FAYETTE"
-89.2782821655273,39.0069694519043,586,22331,"illinois","FAYETTE"
-89.2610931396484,39.0069694519043,586,22332,"illinois","FAYETTE"
-89.2610931396484,39.0298881530762,586,22333,"illinois","FAYETTE"
-89.2610931396484,39.2189598083496,586,22334,"illinois","FAYETTE"
-89.1407699584961,39.2189598083496,586,22335,"illinois","FAYETTE"
-88.802734375,39.2189598083496,586,22336,"illinois","FAYETTE"
-88.802734375,38.9152946472168,586,22337,"illinois","FAYETTE"
-88.699592590332,38.9095611572266,586,22338,"illinois","FAYETTE"
-88.246955871582,41.000862121582,587,22340,"illinois","FORD"
-88.1380996704102,41.000862121582,587,22341,"illinois","FORD"
-88.1323699951172,40.6628150939941,587,22342,"illinois","FORD"
-88.1209106445312,40.6570854187012,587,22343,"illinois","FORD"
-88.1151809692383,40.4909286499023,587,22344,"illinois","FORD"
-88.0005874633789,40.4851989746094,587,22345,"illinois","FORD"
-87.9948577880859,40.4794692993164,587,22346,"illinois","FORD"
-87.9261016845703,40.4794692993164,587,22347,"illinois","FORD"
-87.9318313598633,40.37060546875,587,22348,"illinois","FORD"
-88.0063171386719,40.376335144043,587,22349,"illinois","FORD"
-88.0120468139648,40.3935241699219,587,22350,"illinois","FORD"
-88.4589538574219,40.3877983093262,587,22351,"illinois","FORD"
-88.4646835327148,40.6055183410645,587,22352,"illinois","FORD"
-88.246955871582,40.6112480163574,587,22353,"illinois","FORD"
-88.246955871582,41.000862121582,587,22354,"illinois","FORD"
-88.7053298950195,37.9068870544434,588,22356,"illinois","FRANKLIN"
-88.7110595703125,37.8667793273926,588,22357,"illinois","FRANKLIN"
-89.152229309082,37.8610496520996,588,22358,"illinois","FRANKLIN"
-89.152229309082,37.9584541320801,588,22359,"illinois","FRANKLIN"
-89.1751480102539,37.9584541320801,588,22360,"illinois","FRANKLIN"
-89.152229309082,37.9985618591309,588,22361,"illinois","FRANKLIN"
-89.1407699584961,38.0214805603027,588,22362,"illinois","FRANKLIN"
-89.1407699584961,38.0386695861816,588,22363,"illinois","FRANKLIN"
-89.1350402832031,38.0615882873535,588,22364,"illinois","FRANKLIN"
-89.1235885620117,38.0730438232422,588,22365,"illinois","FRANKLIN"
-89.1121292114258,38.0845031738281,588,22366,"illinois","FRANKLIN"
-89.1235885620117,38.0845031738281,588,22367,"illinois","FRANKLIN"
-89.1350402832031,38.107421875,588,22368,"illinois","FRANKLIN"
-89.1293182373047,38.1188812255859,588,22369,"illinois","FRANKLIN"
-88.7110595703125,38.1188812255859,588,22370,"illinois","FRANKLIN"
-88.7053298950195,37.9068870544434,588,22371,"illinois","FRANKLIN"
-90.4471206665039,40.6227073669434,589,22373,"illinois","FULTON"
-90.4471206665039,40.7143821716309,589,22374,"illinois","FULTON"
-89.9887542724609,40.7143821716309,589,22375,"illinois","FULTON"
-89.9944839477539,40.6169776916504,589,22376,"illinois","FULTON"
-89.8684310913086,40.6169776916504,589,22377,"illinois","FULTON"
-89.8684310913086,40.5081176757812,589,22378,"illinois","FULTON"
-89.8741607666016,40.4909286499023,589,22379,"illinois","FULTON"
-89.8856201171875,40.4622802734375,589,22380,"illinois","FULTON"
-89.9142684936523,40.4279022216797,589,22381,"illinois","FULTON"
-89.9658279418945,40.4107131958008,589,22382,"illinois","FULTON"
-90.0231323242188,40.376335144043,589,22383,"illinois","FULTON"
-90.0517730712891,40.3476905822754,589,22384,"illinois","FULTON"
-90.0804214477539,40.2789344787598,589,22385,"illinois","FULTON"
-90.1033401489258,40.2674713134766,589,22386,"illinois","FULTON"
-90.1319885253906,40.2216377258301,589,22387,"illinois","FULTON"
-90.1835556030273,40.2044486999512,589,22388,"illinois","FULTON"
-90.2007522583008,40.1872596740723,589,22389,"illinois","FULTON"
-90.4528427124023,40.1872596740723,589,22390,"illinois","FULTON"
-90.4528427124023,40.2732048034668,589,22391,"illinois","FULTON"
-90.4471206665039,40.6227073669434,589,22392,"illinois","FULTON"
-88.3787384033203,37.9068870544434,590,22394,"illinois","GALLATIN"
-88.1323699951172,37.9068870544434,590,22395,"illinois","GALLATIN"
-88.1037216186523,37.9011573791504,590,22396,"illinois","GALLATIN"
-88.0922622680664,37.8839683532715,590,22397,"illinois","GALLATIN"
-88.0521545410156,37.8610496520996,590,22398,"illinois","GALLATIN"
-88.0808029174805,37.832405090332,590,22399,"illinois","GALLATIN"
-88.0464248657227,37.8209419250488,590,22400,"illinois","GALLATIN"
-88.0235061645508,37.7922973632812,590,22401,"illinois","GALLATIN"
-88.0464248657227,37.7636489868164,590,22402,"illinois","GALLATIN"
-88.0979919433594,37.7292709350586,590,22403,"illinois","GALLATIN"
-88.1438293457031,37.7006225585938,590,22404,"illinois","GALLATIN"
-88.161018371582,37.6719779968262,590,22405,"illinois","GALLATIN"
-88.161018371582,37.6318664550781,590,22406,"illinois","GALLATIN"
-88.1266403198242,37.5860328674316,590,22407,"illinois","GALLATIN"
-88.1896591186523,37.6032218933105,590,22408,"illinois","GALLATIN"
-88.3787384033203,37.6032218933105,590,22409,"illinois","GALLATIN"
-88.3787384033203,37.9068870544434,590,22410,"illinois","GALLATIN"
-90.5846252441406,39.5226287841797,591,22412,"illinois","GREENE"
-90.3038787841797,39.5226287841797,591,22413,"illinois","GREENE"
-90.1491775512695,39.5226287841797,591,22414,"illinois","GREENE"
-90.16064453125,39.3564720153809,591,22415,"illinois","GREENE"
-90.1491775512695,39.3507423400879,591,22416,"illinois","GREENE"
-90.1491775512695,39.2647972106934,591,22417,"illinois","GREENE"
-90.2007522583008,39.2647972106934,591,22418,"illinois","GREENE"
-90.2064743041992,39.2246894836426,591,22419,"illinois","GREENE"
-90.3267974853516,39.2304191589355,591,22420,"illinois","GREENE"
-90.3267974853516,39.1731262207031,591,22421,"illinois","GREENE"
-90.5158767700195,39.1788520812988,591,22422,"illinois","GREENE"
-90.5216064453125,39.190315246582,591,22423,"illinois","GREENE"
-90.5617141723633,39.190315246582,591,22424,"illinois","GREENE"
-90.5846252441406,39.1731262207031,591,22425,"illinois","GREENE"
-90.5903549194336,39.1502075195312,591,22426,"illinois","GREENE"
-90.607551574707,39.1158256530762,591,22427,"illinois","GREENE"
-90.61328125,39.1731262207031,591,22428,"illinois","GREENE"
-90.607551574707,39.2075004577637,591,22429,"illinois","GREENE"
-90.607551574707,39.2304191589355,591,22430,"illinois","GREENE"
-90.6247329711914,39.2762565612793,591,22431,"illinois","GREENE"
-90.6304626464844,39.322093963623,591,22432,"illinois","GREENE"
-90.6361923217773,39.3621978759766,591,22433,"illinois","GREENE"
-90.6361923217773,39.3965797424316,591,22434,"illinois","GREENE"
-90.6304626464844,39.4252243041992,591,22435,"illinois","GREENE"
-90.61328125,39.4538726806641,591,22436,"illinois","GREENE"
-90.6018142700195,39.4939804077148,591,22437,"illinois","GREENE"
-90.5846252441406,39.5226287841797,591,22438,"illinois","GREENE"
-88.246955871582,41.1097183227539,592,22440,"illinois","GRUNDY"
-88.5907363891602,41.1039924621582,592,22441,"illinois","GRUNDY"
-88.5964660644531,41.4706840515137,592,22442,"illinois","GRUNDY"
-88.2641525268555,41.4649543762207,592,22443,"illinois","GRUNDY"
-88.246955871582,41.2013931274414,592,22444,"illinois","GRUNDY"
-88.246955871582,41.1097183227539,592,22445,"illinois","GRUNDY"
-88.3844680786133,38.250659942627,593,22447,"illinois","HAMILTON"
-88.3787384033203,37.9068870544434,593,22448,"illinois","HAMILTON"
-88.7053298950195,37.9068870544434,593,22449,"illinois","HAMILTON"
-88.7110595703125,38.1188812255859,593,22450,"illinois","HAMILTON"
-88.7053298950195,38.250659942627,593,22451,"illinois","HAMILTON"
-88.3844680786133,38.250659942627,593,22452,"illinois","HAMILTON"
-91.1862335205078,40.6341667175293,594,22454,"illinois","HANCOCK"
-90.8997573852539,40.6341667175293,594,22455,"illinois","HANCOCK"
-90.9112091064453,40.2789344787598,594,22456,"illinois","HANCOCK"
-90.9112091064453,40.1929893493652,594,22457,"illinois","HANCOCK"
-91.4956283569336,40.2101783752441,594,22458,"illinois","HANCOCK"
-91.4898986816406,40.2502861022949,594,22459,"illinois","HANCOCK"
-91.4669799804688,40.2789344787598,594,22460,"illinois","HANCOCK"
-91.4383392333984,40.3476905822754,594,22461,"illinois","HANCOCK"
-91.415412902832,40.376335144043,594,22462,"illinois","HANCOCK"
-91.4096832275391,40.3820648193359,594,22463,"illinois","HANCOCK"
-91.3867721557617,40.3935241699219,594,22464,"illinois","HANCOCK"
-91.3925018310547,40.4221725463867,594,22465,"illinois","HANCOCK"
-91.3925018310547,40.4450912475586,594,22466,"illinois","HANCOCK"
-91.3753051757812,40.496654510498,594,22467,"illinois","HANCOCK"
-91.415412902832,40.5539512634277,594,22468,"illinois","HANCOCK"
-91.415412902832,40.5654106140137,594,22469,"illinois","HANCOCK"
-91.3753051757812,40.5883293151855,594,22470,"illinois","HANCOCK"
-91.3523941040039,40.6112480163574,594,22471,"illinois","HANCOCK"
-91.3065567016602,40.6227073669434,594,22472,"illinois","HANCOCK"
-91.2664489746094,40.6227073669434,594,22473,"illinois","HANCOCK"
-91.1862335205078,40.6341667175293,594,22474,"illinois","HANCOCK"
-88.3730087280273,37.4313316345215,595,22476,"illinois","HARDIN"
-88.4016571044922,37.4313316345215,595,22477,"illinois","HARDIN"
-88.4016571044922,37.6032218933105,595,22478,"illinois","HARDIN"
-88.3787384033203,37.6032218933105,595,22479,"illinois","HARDIN"
-88.1896591186523,37.6032218933105,595,22480,"illinois","HARDIN"
-88.1266403198242,37.5860328674316,595,22481,"illinois","HARDIN"
-88.1037216186523,37.5459251403809,595,22482,"illinois","HARDIN"
-88.0808029174805,37.5058174133301,595,22483,"illinois","HARDIN"
-88.0865325927734,37.4943580627441,595,22484,"illinois","HARDIN"
-88.1151809692383,37.4828987121582,595,22485,"illinois","HARDIN"
-88.1839370727539,37.4771690368652,595,22486,"illinois","HARDIN"
-88.2641525268555,37.4599800109863,595,22487,"illinois","HARDIN"
-88.344367980957,37.4370613098145,595,22488,"illinois","HARDIN"
-88.3730087280273,37.4313316345215,595,22489,"illinois","HARDIN"
-90.7966232299805,41.0638847351074,596,22491,"illinois","HENDERSON"
-90.7966232299805,40.6227073669434,596,22492,"illinois","HENDERSON"
-90.8997573852539,40.6341667175293,596,22493,"illinois","HENDERSON"
-91.1862335205078,40.6341667175293,596,22494,"illinois","HENDERSON"
-91.146125793457,40.6570854187012,596,22495,"illinois","HENDERSON"
-91.1117477416992,40.680004119873,596,22496,"illinois","HENDERSON"
-91.1117477416992,40.7086524963379,596,22497,"illinois","HENDERSON"
-91.1002883911133,40.7544898986816,596,22498,"illinois","HENDERSON"
-91.0888290405273,40.8232421875,596,22499,"illinois","HENDERSON"
-91.0429916381836,40.8748092651367,596,22500,"illinois","HENDERSON"
-90.9742431640625,40.9321060180664,596,22501,"illinois","HENDERSON"
-90.9513168334961,40.966480255127,596,22502,"illinois","HENDERSON"
-90.9455871582031,41.0696144104004,596,22503,"illinois","HENDERSON"
-90.7966232299805,41.0638847351074,596,22504,"illinois","HENDERSON"
-90.1720962524414,41.5852737426758,597,22506,"illinois","HENRY"
-89.8512420654297,41.591007232666,597,22507,"illinois","HENRY"
-89.8512420654297,41.4821434020996,597,22508,"illinois","HENRY"
-89.8340530395508,41.4821434020996,597,22509,"illinois","HENRY"
-89.8340530395508,41.2415008544922,597,22510,"illinois","HENRY"
-89.8569717407227,41.2415008544922,597,22511,"illinois","HENRY"
-89.8569717407227,41.144100189209,597,22512,"illinois","HENRY"
-89.9887542724609,41.144100189209,597,22513,"illinois","HENRY"
-90.4413909912109,41.144100189209,597,22514,"illinois","HENRY"
-90.435661315918,41.3274459838867,597,22515,"illinois","HENRY"
-90.429931640625,41.4649543762207,597,22516,"illinois","HENRY"
-90.3783645629883,41.4821434020996,597,22517,"illinois","HENRY"
-90.3669052124023,41.4993362426758,597,22518,"illinois","HENRY"
-90.2924194335938,41.5165214538574,597,22519,"illinois","HENRY"
-90.24658203125,41.5222511291504,597,22520,"illinois","HENRY"
-90.2179336547852,41.5337104797363,597,22521,"illinois","HENRY"
-90.1835556030273,41.5508995056152,597,22522,"illinois","HENRY"
-90.1720962524414,41.5852737426758,597,22523,"illinois","HENRY"
-87.525032043457,40.7315711975098,598,22525,"illinois","IROQUOIS"
-87.53076171875,40.4794692993164,598,22526,"illinois","IROQUOIS"
-87.9261016845703,40.4794692993164,598,22527,"illinois","IROQUOIS"
-87.9948577880859,40.4794692993164,598,22528,"illinois","IROQUOIS"
-88.0005874633789,40.4851989746094,598,22529,"illinois","IROQUOIS"
-88.1151809692383,40.4909286499023,598,22530,"illinois","IROQUOIS"
-88.1209106445312,40.6570854187012,598,22531,"illinois","IROQUOIS"
-88.1323699951172,40.6628150939941,598,22532,"illinois","IROQUOIS"
-88.1380996704102,41.000862121582,598,22533,"illinois","IROQUOIS"
-87.53076171875,41.0180473327637,598,22534,"illinois","IROQUOIS"
-87.525032043457,40.7315711975098,598,22535,"illinois","IROQUOIS"
-89.6736221313477,37.8037567138672,599,22537,"illinois","JACKSON"
-89.6736221313477,37.832405090332,599,22538,"illinois","JACKSON"
-89.6507034301758,37.8381309509277,599,22539,"illinois","JACKSON"
-89.6507034301758,37.8725128173828,599,22540,"illinois","JACKSON"
-89.6106033325195,37.9240760803223,599,22541,"illinois","JACKSON"
-89.5876770019531,37.9527244567871,599,22542,"illinois","JACKSON"
-89.1751480102539,37.9584541320801,599,22543,"illinois","JACKSON"
-89.152229309082,37.9584541320801,599,22544,"illinois","JACKSON"
-89.152229309082,37.8610496520996,599,22545,"illinois","JACKSON"
-89.152229309082,37.6089515686035,599,22546,"illinois","JACKSON"
-89.4444427490234,37.6032218933105,599,22547,"illinois","JACKSON"
-89.4559020996094,37.5745697021484,599,22548,"illinois","JACKSON"
-89.4788208007812,37.5745697021484,599,22549,"illinois","JACKSON"
-89.4960098266602,37.5803031921387,599,22550,"illinois","JACKSON"
-89.518928527832,37.5803031921387,599,22551,"illinois","JACKSON"
-89.5017395019531,37.6490592956543,599,22552,"illinois","JACKSON"
-89.5131912231445,37.6719779968262,599,22553,"illinois","JACKSON"
-89.5475692749023,37.6891632080078,599,22554,"illinois","JACKSON"
-89.6449737548828,37.7464599609375,599,22555,"illinois","JACKSON"
-89.6564407348633,37.7751083374023,599,22556,"illinois","JACKSON"
-89.6736221313477,37.8037567138672,599,22557,"illinois","JACKSON"
-88.3672790527344,39.1731262207031,600,22559,"illinois","JASPER"
-88.0177764892578,39.1731262207031,600,22560,"illinois","JASPER"
-87.9547500610352,39.1731262207031,600,22561,"illinois","JASPER"
-87.9547500610352,38.8522682189941,600,22562,"illinois","JASPER"
-88.2698745727539,38.8522682189941,600,22563,"illinois","JASPER"
-88.3672790527344,38.8579978942871,600,22564,"illinois","JASPER"
-88.3672790527344,38.9152946472168,600,22565,"illinois","JASPER"
-88.3672790527344,39.1731262207031,600,22566,"illinois","JASPER"
-89.1464996337891,38.2105560302734,601,22568,"illinois","JEFFERSON"
-89.1464996337891,38.4683876037598,601,22569,"illinois","JEFFERSON"
-88.7053298950195,38.4683876037598,601,22570,"illinois","JEFFERSON"
-88.7053298950195,38.250659942627,601,22571,"illinois","JEFFERSON"
-88.7110595703125,38.1188812255859,601,22572,"illinois","JEFFERSON"
-89.1293182373047,38.1188812255859,601,22573,"illinois","JEFFERSON"
-89.1464996337891,38.1246147155762,601,22574,"illinois","JEFFERSON"
-89.1464996337891,38.2105560302734,601,22575,"illinois","JEFFERSON"
-90.4528427124023,38.9611320495605,602,22577,"illinois","JERSEY"
-90.4929504394531,38.9668617248535,602,22578,"illinois","JERSEY"
-90.5216064453125,38.9496688842773,602,22579,"illinois","JERSEY"
-90.5617141723633,38.9611320495605,602,22580,"illinois","JERSEY"
-90.5788955688477,38.9897766113281,602,22581,"illinois","JERSEY"
-90.5788955688477,39.0356140136719,602,22582,"illinois","JERSEY"
-90.6018142700195,39.0814514160156,602,22583,"illinois","JERSEY"
-90.607551574707,39.1158256530762,602,22584,"illinois","JERSEY"
-90.5903549194336,39.1502075195312,602,22585,"illinois","JERSEY"
-90.5846252441406,39.1731262207031,602,22586,"illinois","JERSEY"
-90.5617141723633,39.190315246582,602,22587,"illinois","JERSEY"
-90.5216064453125,39.190315246582,602,22588,"illinois","JERSEY"
-90.5158767700195,39.1788520812988,602,22589,"illinois","JERSEY"
-90.3267974853516,39.1731262207031,602,22590,"illinois","JERSEY"
-90.3267974853516,39.2304191589355,602,22591,"illinois","JERSEY"
-90.2064743041992,39.2246894836426,602,22592,"illinois","JERSEY"
-90.2007522583008,39.2647972106934,602,22593,"illinois","JERSEY"
-90.1491775512695,39.2647972106934,602,22594,"illinois","JERSEY"
-90.1491775512695,39.0069694519043,602,22595,"illinois","JERSEY"
-90.2809600830078,39.0012359619141,602,22596,"illinois","JERSEY"
-90.2695007324219,38.9267539978027,602,22597,"illinois","JERSEY"
-90.3153381347656,38.9267539978027,602,22598,"illinois","JERSEY"
-90.3726272583008,38.9439430236816,602,22599,"illinois","JERSEY"
-90.4070129394531,38.9496688842773,602,22600,"illinois","JERSEY"
-90.4528427124023,38.9611320495605,602,22601,"illinois","JERSEY"
-89.9142684936523,42.502010345459,603,22603,"illinois","JO DAVIESS"
-89.9199905395508,42.2040710449219,603,22604,"illinois","JO DAVIESS"
-90.3267974853516,42.2040710449219,603,22605,"illinois","JO DAVIESS"
-90.3726272583008,42.2269897460938,603,22606,"illinois","JO DAVIESS"
-90.4070129394531,42.2499084472656,603,22607,"illinois","JO DAVIESS"
-90.4184646606445,42.2957458496094,603,22608,"illinois","JO DAVIESS"
-90.4184646606445,42.3358535766602,603,22609,"illinois","JO DAVIESS"
-90.4528427124023,42.3702278137207,603,22610,"illinois","JO DAVIESS"
-90.4814987182617,42.3874168395996,603,22611,"illinois","JO DAVIESS"
-90.6419219970703,42.4733619689941,603,22612,"illinois","JO DAVIESS"
-90.6476516723633,42.507740020752,603,22613,"illinois","JO DAVIESS"
-90.6419219970703,42.507740020752,603,22614,"illinois","JO DAVIESS"
-90.4184646606445,42.507740020752,603,22615,"illinois","JO DAVIESS"
-89.9142684936523,42.502010345459,603,22616,"illinois","JO DAVIESS"
-89.0491027832031,37.6032218933105,604,22618,"illinois","JOHNSON"
-88.7110595703125,37.6032218933105,604,22619,"illinois","JOHNSON"
-88.7110595703125,37.345386505127,604,22620,"illinois","JOHNSON"
-88.9402389526367,37.345386505127,604,22621,"illinois","JOHNSON"
-88.9173202514648,37.3282012939453,604,22622,"illinois","JOHNSON"
-88.9173202514648,37.3167419433594,604,22623,"illinois","JOHNSON"
-88.9287796020508,37.3110122680664,604,22624,"illinois","JOHNSON"
-88.9459686279297,37.3052825927734,604,22625,"illinois","JOHNSON"
-88.9631576538086,37.3110122680664,604,22626,"illinois","JOHNSON"
-88.9803466796875,37.3167419433594,604,22627,"illinois","JOHNSON"
-88.9975357055664,37.3282012939453,604,22628,"illinois","JOHNSON"
-89.0261840820312,37.3224716186523,604,22629,"illinois","JOHNSON"
-89.0491027832031,37.3167419433594,604,22630,"illinois","JOHNSON"
-89.0491027832031,37.3339309692383,604,22631,"illinois","JOHNSON"
-89.0491027832031,37.6032218933105,604,22632,"illinois","JOHNSON"
-88.5792770385742,42.1582374572754,605,22634,"illinois","KANE"
-88.246955871582,42.1582374572754,605,22635,"illinois","KANE"
-88.246955871582,42.0837478637695,605,22636,"illinois","KANE"
-88.2698745727539,42.0665626525879,605,22637,"illinois","KANE"
-88.2756042480469,41.9863471984863,605,22638,"illinois","KANE"
-88.2756042480469,41.722785949707,605,22639,"illinois","KANE"
-88.5907363891602,41.722785949707,605,22640,"illinois","KANE"
-88.5907363891602,42.0665626525879,605,22641,"illinois","KANE"
-88.5792770385742,42.0665626525879,605,22642,"illinois","KANE"
-88.5792770385742,42.1582374572754,605,22643,"illinois","KANE"
-88.246955871582,41.000862121582,606,22645,"illinois","KANKAKEE"
-88.246955871582,41.1097183227539,606,22646,"illinois","KANKAKEE"
-88.246955871582,41.2013931274414,606,22647,"illinois","KANKAKEE"
-88.0235061645508,41.2013931274414,606,22648,"illinois","KANKAKEE"
-88.0235061645508,41.2873382568359,606,22649,"illinois","KANKAKEE"
-87.525032043457,41.2930679321289,606,22650,"illinois","KANKAKEE"
-87.525032043457,41.1670188903809,606,22651,"illinois","KANKAKEE"
-87.53076171875,41.0180473327637,606,22652,"illinois","KANKAKEE"
-88.1380996704102,41.000862121582,606,22653,"illinois","KANKAKEE"
-88.246955871582,41.000862121582,606,22654,"illinois","KANKAKEE"
-88.2756042480469,41.722785949707,607,22656,"illinois","KENDALL"
-88.2641525268555,41.4649543762207,607,22657,"illinois","KENDALL"
-88.5964660644531,41.4706840515137,607,22658,"illinois","KENDALL"
-88.5964660644531,41.6311111450195,607,22659,"illinois","KENDALL"
-88.5907363891602,41.722785949707,607,22660,"illinois","KENDALL"
-88.2756042480469,41.722785949707,607,22661,"illinois","KENDALL"
-90.4413909912109,41.144100189209,608,22663,"illinois","KNOX"
-89.9887542724609,41.144100189209,608,22664,"illinois","KNOX"
-89.9887542724609,40.9722099304199,608,22665,"illinois","KNOX"
-89.9887542724609,40.7143821716309,608,22666,"illinois","KNOX"
-90.4471206665039,40.7143821716309,608,22667,"illinois","KNOX"
-90.4413909912109,41.0638847351074,608,22668,"illinois","KNOX"
-90.4413909912109,41.144100189209,608,22669,"illinois","KNOX"
-87.7714080810547,42.1582374572754,609,22671,"illinois","LAKE"
-88.2068557739258,42.1582374572754,609,22672,"illinois","LAKE"
-88.2011184692383,42.507740020752,609,22673,"illinois","LAKE"
-87.8000564575195,42.502010345459,609,22674,"illinois","LAKE"
-87.8000564575195,42.4733619689941,609,22675,"illinois","LAKE"
-87.8000564575195,42.4332542419434,609,22676,"illinois","LAKE"
-87.8115158081055,42.3702278137207,609,22677,"illinois","LAKE"
-87.8286972045898,42.324390411377,609,22678,"illinois","LAKE"
-87.8286972045898,42.2785568237305,609,22679,"illinois","LAKE"
-87.8172378540039,42.2327194213867,609,22680,"illinois","LAKE"
-87.7885894775391,42.1926116943359,609,22681,"illinois","LAKE"
-87.7714080810547,42.1582374572754,609,22682,"illinois","LAKE"
-88.5964660644531,41.6311111450195,610,22684,"illinois","LASALLE"
-88.5964660644531,41.4706840515137,610,22685,"illinois","LASALLE"
-88.5907363891602,41.1039924621582,610,22686,"illinois","LASALLE"
-88.9287796020508,41.1039924621582,610,22687,"illinois","LASALLE"
-88.9287796020508,40.9263725280762,610,22688,"illinois","LASALLE"
-89.0433731079102,40.9263725280762,610,22689,"illinois","LASALLE"
-89.0491027832031,41.1039924621582,610,22690,"illinois","LASALLE"
-89.1636962890625,41.1097183227539,610,22691,"illinois","LASALLE"
-89.1694259643555,41.3102569580078,610,22692,"illinois","LASALLE"
-89.1636962890625,41.591007232666,610,22693,"illinois","LASALLE"
-89.1636962890625,41.6311111450195,610,22694,"illinois","LASALLE"
-88.9173202514648,41.6311111450195,610,22695,"illinois","LASALLE"
-88.5964660644531,41.6311111450195,610,22696,"illinois","LASALLE"
-87.5479507446289,38.8522682189941,611,22698,"illinois","LAWRENCE"
-87.5193023681641,38.8007011413574,611,22699,"illinois","LAWRENCE"
-87.4963836669922,38.737678527832,611,22700,"illinois","LAWRENCE"
-87.5193023681641,38.703296661377,611,22701,"illinois","LAWRENCE"
-87.5479507446289,38.686107635498,611,22702,"illinois","LAWRENCE"
-87.5937881469727,38.6689224243164,611,22703,"illinois","LAWRENCE"
-87.6281661987305,38.6345443725586,611,22704,"illinois","LAWRENCE"
-87.6338958740234,38.5944366455078,611,22705,"illinois","LAWRENCE"
-87.6625442504883,38.565788269043,611,22706,"illinois","LAWRENCE"
-87.9146423339844,38.565788269043,611,22707,"illinois","LAWRENCE"
-87.9146423339844,38.8522682189941,611,22708,"illinois","LAWRENCE"
-87.5479507446289,38.8522682189941,611,22709,"illinois","LAWRENCE"
-88.9459686279297,41.8946723937988,612,22711,"illinois","LEE"
-88.9402389526367,41.7170562744141,612,22712,"illinois","LEE"
-88.9230499267578,41.7170562744141,612,22713,"illinois","LEE"
-88.9173202514648,41.6311111450195,612,22714,"illinois","LEE"
-89.1636962890625,41.6311111450195,612,22715,"illinois","LEE"
-89.1636962890625,41.591007232666,612,22716,"illinois","LEE"
-89.6335144042969,41.591007232666,612,22717,"illinois","LEE"
-89.6335144042969,41.8946723937988,612,22718,"illinois","LEE"
-89.4845504760742,41.906135559082,612,22719,"illinois","LEE"
-89.4673538208008,41.911865234375,612,22720,"illinois","LEE"
-89.4444427490234,41.9175910949707,612,22721,"illinois","LEE"
-89.4329833984375,41.8946723937988,612,22722,"illinois","LEE"
-89.4157943725586,41.8889465332031,612,22723,"illinois","LEE"
-89.4043350219727,41.906135559082,612,22724,"illinois","LEE"
-89.3584976196289,41.906135559082,612,22725,"illinois","LEE"
-89.3527679443359,41.8946723937988,612,22726,"illinois","LEE"
-88.9459686279297,41.8946723937988,612,22727,"illinois","LEE"
-88.9345092773438,40.7487602233887,613,22729,"illinois","LIVINGSTON"
-88.9287796020508,40.9263725280762,613,22730,"illinois","LIVINGSTON"
-88.9287796020508,41.1039924621582,613,22731,"illinois","LIVINGSTON"
-88.5907363891602,41.1039924621582,613,22732,"illinois","LIVINGSTON"
-88.246955871582,41.1097183227539,613,22733,"illinois","LIVINGSTON"
-88.246955871582,41.000862121582,613,22734,"illinois","LIVINGSTON"
-88.246955871582,40.6112480163574,613,22735,"illinois","LIVINGSTON"
-88.4646835327148,40.6055183410645,613,22736,"illinois","LIVINGSTON"
-88.5792770385742,40.6055183410645,613,22737,"illinois","LIVINGSTON"
-88.5792770385742,40.6513557434082,613,22738,"illinois","LIVINGSTON"
-88.5907363891602,40.6513557434082,613,22739,"illinois","LIVINGSTON"
-88.5907363891602,40.7487602233887,613,22740,"illinois","LIVINGSTON"
-88.9345092773438,40.7487602233887,613,22741,"illinois","LIVINGSTON"
-89.5876770019531,40.3190422058105,614,22743,"illinois","LOGAN"
-89.2668228149414,40.3247718811035,614,22744,"illinois","LOGAN"
-89.2668228149414,40.2789344787598,614,22745,"illinois","LOGAN"
-89.1407699584961,40.2789344787598,614,22746,"illinois","LOGAN"
-89.1407699584961,40.0497512817383,614,22747,"illinois","LOGAN"
-89.1464996337891,39.91796875,614,22748,"illinois","LOGAN"
-89.2209854125977,39.91796875,614,22749,"illinois","LOGAN"
-89.4043350219727,39.91796875,614,22750,"illinois","LOGAN"
-89.4043350219727,39.9294281005859,614,22751,"illinois","LOGAN"
-89.4902801513672,39.9294281005859,614,22752,"illinois","LOGAN"
-89.4845504760742,39.9809951782227,614,22753,"illinois","LOGAN"
-89.5762252807617,39.9809951782227,614,22754,"illinois","LOGAN"
-89.5762252807617,40.095588684082,614,22755,"illinois","LOGAN"
